date,store_id,product_id,actual_units,actual_sales,holiday_flag,holiday_name,holiday_type,event_window,trading_status,closure_flag,reduced_trading_flag,disruption_flag,disruption_type
2025-01-01,S002,P002,128,614.4,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P003,89,578.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P004,88,457.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P005,187,1028.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P006,275,880.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P007,80,360.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P008,76,319.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P009,60,288.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P010,122,488.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P011,99,356.4,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P012,156,546.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P013,144,417.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P014,125,525.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P015,110,935.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P016,88,404.8,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P017,132,369.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P018,133,452.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P019,127,482.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P020,104,1144.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P021,137,1027.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P022,204,1224.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P023,122,585.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P024,58,725.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P025,66,382.8,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P026,75,345.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P027,228,1710.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P028,118,1357.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P029,59,501.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P030,154,585.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P031,167,434.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P032,178,498.4,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S002,P033,167,751.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P001,278,667.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P002,103,494.4,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P003,76,494.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P004,68,353.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P005,163,896.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P006,240,768.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P007,64,288.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P008,63,264.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P009,41,196.8,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P010,103,412.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P011,81,291.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P012,132,462.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P013,119,345.1,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P014,93,390.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P015,83,705.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P016,71,326.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P017,123,344.4,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P018,102,346.8,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P019,99,376.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P020,84,924.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P021,112,840.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P022,155,930.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P023,90,432.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P024,50,625.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P025,54,313.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P026,62,285.2,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P027,164,1230.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P028,95,1092.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P029,46,391.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P030,120,456.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P031,146,379.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P032,137,383.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-01,S003,P033,123,553.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0,none
2025-01-02,S001,P001,510,1224.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P002,172,825.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P003,136,884.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P004,127,660.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P005,291,1600.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P006,431,1379.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P007,126,567.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P008,121,508.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P009,93,446.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P010,189,756.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P011,150,540.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P012,241,843.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P013,231,669.9,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P014,197,827.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P015,178,1513.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P016,130,598.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P017,217,607.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P018,194,659.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P019,179,680.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P020,167,1837.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P021,216,1620.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P022,319,1914.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P023,168,806.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P024,95,1187.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P025,92,533.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P026,111,510.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P027,406,3045.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P028,183,2104.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P029,87,739.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P030,253,961.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P031,266,691.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P032,228,638.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S001,P033,236,1062.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P001,511,1226.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P002,190,912.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P003,136,884.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P004,138,717.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P005,298,1639.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P006,439,1404.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P007,131,589.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P008,108,453.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P009,96,460.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P010,205,820.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P011,141,507.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P012,272,952.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P013,239,693.1,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P014,208,873.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P015,152,1292.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P016,127,584.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P017,224,627.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P018,201,683.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P019,199,756.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P020,164,1804.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P021,203,1522.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P022,314,1884.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P023,184,883.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P024,88,1100.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P025,109,632.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P026,113,519.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P027,336,2520.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P028,207,2380.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P029,86,731.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P030,269,1022.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P031,297,772.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P032,247,691.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S002,P033,254,1143.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P001,446,1070.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P002,162,777.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P003,128,832.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P004,109,566.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P005,250,1375.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P006,362,1158.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P007,102,459.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P008,96,403.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P009,81,388.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P010,162,648.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P011,136,489.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P012,227,794.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P013,210,609.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P014,167,701.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P015,155,1317.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P016,115,529.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P017,177,495.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P018,160,544.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P019,169,642.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P020,134,1474.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P021,185,1387.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P022,268,1608.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P023,152,729.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P024,73,912.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P025,79,458.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P026,91,418.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P027,323,2422.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P028,169,1943.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P029,71,603.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P030,218,828.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P031,240,624.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P032,207,579.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-02,S003,P033,204,918.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P001,522,1252.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P002,176,844.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P003,142,923.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P004,132,686.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P005,315,1732.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P006,459,1468.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P007,118,531.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P008,110,462.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P009,98,470.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P010,195,780.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P011,158,568.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P012,319,1116.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P013,243,704.7,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P014,211,886.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P015,169,1436.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P016,136,625.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P017,214,599.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P018,203,690.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P019,187,710.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P020,158,1738.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P021,207,1552.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P022,313,1878.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P023,204,979.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P024,81,1012.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P025,103,597.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P026,102,469.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P027,360,2700.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P028,215,2472.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P029,95,807.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P030,241,915.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P031,269,699.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P032,275,770.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S001,P033,230,1035.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P001,536,1286.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P002,189,907.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P003,139,903.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P004,143,743.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P005,318,1749.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P006,428,1369.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P007,131,589.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P008,114,478.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P009,102,489.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P010,185,740.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P011,157,565.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P012,285,997.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P013,252,730.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P014,195,819.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P015,162,1377.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P016,133,611.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P017,216,604.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P018,216,734.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P019,204,775.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P020,153,1683.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P021,230,1725.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P022,366,2196.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P023,195,936.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P024,85,1062.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P025,100,580.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P026,118,542.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P027,363,2722.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P028,212,2438.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P029,102,867.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P030,249,946.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P031,285,741.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P032,228,638.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
2025-01-03,S002,P033,231,1039.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0,none
