date,store_id,product_id,scenario_name,baseline_forecast_units,scenario_forecast_units,baseline_forecast_sales,scenario_forecast_sales,forecast_variance_units,forecast_variance_sales,holiday_flag,holiday_name,event_type,event_window,trading_status,closure_flag,reduced_trading_flag,disruption_flag
2026-01-01,S003,P002,Event-adjusted scenario,344,226,1100.8,723.2,-118,-377.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P003,Event-adjusted scenario,238,158,1309.0,869.0,-80,-440.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P004,Event-adjusted scenario,151,91,604.0,364.0,-60,-240.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P005,Event-adjusted scenario,73,46,620.5,391.0,-27,-229.5,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P006,Event-adjusted scenario,226,150,1356.0,900.0,-76,-456.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P007,Event-adjusted scenario,261,159,1957.5,1192.5,-102,-765.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P008,Event-adjusted scenario,157,106,596.6,402.8,-51,-193.8,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P009,Event-adjusted scenario,129,83,1419.0,913.0,-46,-506.0,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-01,S003,P010,Event-adjusted scenario,205,133,574.0,372.4,-72,-201.6,1,New Year,new_year,new_years_day_reduced_trading,reduced_trading,0,1,0
2026-01-02,S001,P001,Event-adjusted scenario,622,515,1492.8,1236.0,-107,-256.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P002,Event-adjusted scenario,522,478,1670.4,1529.6,-44,-140.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P003,Event-adjusted scenario,358,305,1969.0,1677.5,-53,-291.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P004,Event-adjusted scenario,224,168,896.0,672.0,-56,-224.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P005,Event-adjusted scenario,112,104,952.0,884.0,-8,-68.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P006,Event-adjusted scenario,349,293,2094.0,1758.0,-56,-336.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P007,Event-adjusted scenario,405,377,3037.5,2827.5,-28,-210.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P008,Event-adjusted scenario,231,169,877.8,642.2,-62,-235.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P009,Event-adjusted scenario,188,148,2068.0,1628.0,-40,-440.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S001,P010,Event-adjusted scenario,308,263,862.4,736.4,-45,-126.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P001,Event-adjusted scenario,539,539,1293.6,1293.6,0,0.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P002,Event-adjusted scenario,455,464,1456.0,1484.8,9,28.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P003,Event-adjusted scenario,311,308,1710.5,1694.0,-3,-16.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P004,Event-adjusted scenario,197,194,788.0,776.0,-3,-12.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P005,Event-adjusted scenario,97,78,824.5,663.0,-19,-161.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P006,Event-adjusted scenario,302,317,1812.0,1902.0,15,90.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P007,Event-adjusted scenario,348,376,2610.0,2820.0,28,210.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P008,Event-adjusted scenario,198,211,752.4,801.8,13,49.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P009,Event-adjusted scenario,165,169,1815.0,1859.0,4,44.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S002,P010,Event-adjusted scenario,268,219,750.4,613.2,-49,-137.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P001,Event-adjusted scenario,431,450,1034.4,1080.0,19,45.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P002,Event-adjusted scenario,364,383,1164.8,1225.6,19,60.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P003,Event-adjusted scenario,248,255,1364.0,1402.5,7,38.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P004,Event-adjusted scenario,156,176,624.0,704.0,20,80.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P005,Event-adjusted scenario,77,88,654.5,748.0,11,93.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P006,Event-adjusted scenario,242,296,1452.0,1776.0,54,324.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P007,Event-adjusted scenario,283,298,2122.5,2235.0,15,112.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P008,Event-adjusted scenario,159,157,604.2,596.6,-2,-7.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P009,Event-adjusted scenario,132,142,1452.0,1562.0,10,110.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-02,S003,P010,Event-adjusted scenario,215,253,602.0,708.4,38,106.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P001,Event-adjusted scenario,642,534,1540.8,1281.6,-108,-259.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P002,Event-adjusted scenario,558,481,1785.6,1539.2,-77,-246.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P003,Event-adjusted scenario,369,303,2029.5,1666.5,-66,-363.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P004,Event-adjusted scenario,235,175,940.0,700.0,-60,-240.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P005,Event-adjusted scenario,120,111,1020.0,943.5,-9,-76.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P006,Event-adjusted scenario,374,376,2244.0,2256.0,2,12.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P007,Event-adjusted scenario,445,406,3337.5,3045.0,-39,-292.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P008,Event-adjusted scenario,243,212,923.4,805.6,-31,-117.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P009,Event-adjusted scenario,194,166,2134.0,1826.0,-28,-308.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S001,P010,Event-adjusted scenario,320,259,896.0,725.2,-61,-170.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P001,Event-adjusted scenario,557,552,1336.8,1324.8,-5,-12.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P002,Event-adjusted scenario,486,516,1555.2,1651.2,30,96.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P003,Event-adjusted scenario,321,319,1765.5,1754.5,-2,-11.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P004,Event-adjusted scenario,207,226,828.0,904.0,19,76.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P005,Event-adjusted scenario,103,83,875.5,705.5,-20,-170.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P006,Event-adjusted scenario,323,378,1938.0,2268.0,55,330.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P007,Event-adjusted scenario,382,427,2865.0,3202.5,45,337.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P008,Event-adjusted scenario,209,207,794.2,786.6,-2,-7.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P009,Event-adjusted scenario,170,172,1870.0,1892.0,2,22.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S002,P010,Event-adjusted scenario,278,226,778.4,632.8,-52,-145.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P001,Event-adjusted scenario,446,458,1070.4,1099.2,12,28.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P002,Event-adjusted scenario,388,418,1241.6,1337.6,30,96.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P003,Event-adjusted scenario,256,283,1408.0,1556.5,27,148.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P004,Event-adjusted scenario,164,173,656.0,692.0,9,36.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P005,Event-adjusted scenario,82,82,697.0,697.0,0,0.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P006,Event-adjusted scenario,259,287,1554.0,1722.0,28,168.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P007,Event-adjusted scenario,311,367,2332.5,2752.5,56,420.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P008,Event-adjusted scenario,168,172,638.4,653.6,4,15.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P009,Event-adjusted scenario,135,140,1485.0,1540.0,5,55.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-03,S003,P010,Event-adjusted scenario,224,256,627.2,716.8,32,89.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P001,Event-adjusted scenario,614,518,1473.6,1243.2,-96,-230.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P002,Event-adjusted scenario,512,456,1638.4,1459.2,-56,-179.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P003,Event-adjusted scenario,354,295,1947.0,1622.5,-59,-324.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P004,Event-adjusted scenario,218,171,872.0,684.0,-47,-188.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P005,Event-adjusted scenario,110,93,935.0,790.5,-17,-144.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P006,Event-adjusted scenario,336,276,2016.0,1656.0,-60,-360.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P007,Event-adjusted scenario,388,362,2910.0,2715.0,-26,-195.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P008,Event-adjusted scenario,232,194,881.6,737.2,-38,-144.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P009,Event-adjusted scenario,187,157,2057.0,1727.0,-30,-330.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S001,P010,Event-adjusted scenario,299,249,837.2,697.2,-50,-140.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P001,Event-adjusted scenario,533,505,1279.2,1212.0,-28,-67.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P002,Event-adjusted scenario,445,447,1424.0,1430.4,2,6.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P003,Event-adjusted scenario,308,302,1694.0,1661.0,-6,-33.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P004,Event-adjusted scenario,192,184,768.0,736.0,-8,-32.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P005,Event-adjusted scenario,95,85,807.5,722.5,-10,-85.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P006,Event-adjusted scenario,290,330,1740.0,1980.0,40,240.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P007,Event-adjusted scenario,333,416,2497.5,3120.0,83,622.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P008,Event-adjusted scenario,199,202,756.2,767.6,3,11.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P009,Event-adjusted scenario,164,168,1804.0,1848.0,4,44.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S002,P010,Event-adjusted scenario,260,239,728.0,669.2,-21,-58.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P001,Event-adjusted scenario,426,420,1022.4,1008.0,-6,-14.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P002,Event-adjusted scenario,356,379,1139.2,1212.8,23,73.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P003,Event-adjusted scenario,246,259,1353.0,1424.5,13,71.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P004,Event-adjusted scenario,152,189,608.0,756.0,37,148.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P005,Event-adjusted scenario,75,79,637.5,671.5,4,34.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P006,Event-adjusted scenario,233,273,1398.0,1638.0,40,240.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P007,Event-adjusted scenario,271,301,2032.5,2257.5,30,225.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P008,Event-adjusted scenario,160,150,608.0,570.0,-10,-38.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P009,Event-adjusted scenario,131,147,1441.0,1617.0,16,176.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-04,S003,P010,Event-adjusted scenario,209,243,585.2,680.4,34,95.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P001,Event-adjusted scenario,582,500,1396.8,1200.0,-82,-196.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P002,Event-adjusted scenario,469,396,1500.8,1267.2,-73,-233.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P003,Event-adjusted scenario,335,299,1842.5,1644.5,-36,-198.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P004,Event-adjusted scenario,206,151,824.0,604.0,-55,-220.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P005,Event-adjusted scenario,99,90,841.5,765.0,-9,-76.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P006,Event-adjusted scenario,308,325,1848.0,1950.0,17,102.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P007,Event-adjusted scenario,344,294,2580.0,2205.0,-50,-375.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P008,Event-adjusted scenario,219,175,832.2,665.0,-44,-167.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P009,Event-adjusted scenario,179,151,1969.0,1661.0,-28,-308.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S001,P010,Event-adjusted scenario,279,228,781.2,638.4,-51,-142.8,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P001,Event-adjusted scenario,505,477,1212.0,1144.8,-28,-67.2,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P002,Event-adjusted scenario,408,416,1305.6,1331.2,8,25.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P003,Event-adjusted scenario,291,279,1600.5,1534.5,-12,-66.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P004,Event-adjusted scenario,181,187,724.0,748.0,6,24.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P005,Event-adjusted scenario,85,72,722.5,612.0,-13,-110.5,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P006,Event-adjusted scenario,266,326,1596.0,1956.0,60,360.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P007,Event-adjusted scenario,295,311,2212.5,2332.5,16,120.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P008,Event-adjusted scenario,188,186,714.4,706.8,-2,-7.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P009,Event-adjusted scenario,157,165,1727.0,1815.0,8,88.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S002,P010,Event-adjusted scenario,243,206,680.4,576.8,-37,-103.6,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P001,Event-adjusted scenario,404,420,969.6,1008.0,16,38.4,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P002,Event-adjusted scenario,327,362,1046.4,1158.4,35,112.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P003,Event-adjusted scenario,233,231,1281.5,1270.5,-2,-11.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P004,Event-adjusted scenario,144,158,576.0,632.0,14,56.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P005,Event-adjusted scenario,68,74,578.0,629.0,6,51.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P006,Event-adjusted scenario,214,259,1284.0,1554.0,45,270.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P007,Event-adjusted scenario,240,246,1800.0,1845.0,6,45.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P008,Event-adjusted scenario,151,141,573.8,535.8,-10,-38.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P009,Event-adjusted scenario,125,136,1375.0,1496.0,11,121.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-05,S003,P010,Event-adjusted scenario,195,220,546.0,616.0,25,70.0,1,New Year,new_year,new_year_travel_period,normal,0,0,0
2026-01-06,S001,P001,Event-adjusted scenario,591,595,1418.4,1428.0,4,9.6,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P002,Event-adjusted scenario,479,484,1532.8,1548.8,5,16.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P003,Event-adjusted scenario,341,333,1875.5,1831.5,-8,-44.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P004,Event-adjusted scenario,210,213,840.0,852.0,3,12.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P005,Event-adjusted scenario,103,106,875.5,901.0,3,25.5,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P006,Event-adjusted scenario,316,300,1896.0,1800.0,-16,-96.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P007,Event-adjusted scenario,355,399,2662.5,2992.5,44,330.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P008,Event-adjusted scenario,220,226,836.0,858.8,6,22.8,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P009,Event-adjusted scenario,182,172,2002.0,1892.0,-10,-110.0,0,None,none,normal,normal,0,0,0
2026-01-06,S001,P010,Event-adjusted scenario,288,300,806.4,840.0,12,33.6,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P001,Event-adjusted scenario,513,500,1231.2,1200.0,-13,-31.2,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P002,Event-adjusted scenario,417,427,1334.4,1366.4,10,32.0,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P003,Event-adjusted scenario,296,307,1628.0,1688.5,11,60.5,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P004,Event-adjusted scenario,185,176,740.0,704.0,-9,-36.0,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P005,Event-adjusted scenario,89,96,756.5,816.0,7,59.5,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P006,Event-adjusted scenario,273,281,1638.0,1686.0,8,48.0,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P007,Event-adjusted scenario,305,322,2287.5,2415.0,17,127.5,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P008,Event-adjusted scenario,189,210,718.2,798.0,21,79.8,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P009,Event-adjusted scenario,160,158,1760.0,1738.0,-2,-22.0,0,None,none,normal,normal,0,0,0
2026-01-06,S002,P010,Event-adjusted scenario,250,238,700.0,666.4,-12,-33.6,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P001,Event-adjusted scenario,410,401,984.0,962.4,-9,-21.6,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P002,Event-adjusted scenario,333,325,1065.6,1040.0,-8,-25.6,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P003,Event-adjusted scenario,236,236,1298.0,1298.0,0,0.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P004,Event-adjusted scenario,146,149,584.0,596.0,3,12.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P005,Event-adjusted scenario,71,73,603.5,620.5,2,17.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P006,Event-adjusted scenario,219,232,1314.0,1392.0,13,78.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P007,Event-adjusted scenario,248,248,1860.0,1860.0,0,0.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P008,Event-adjusted scenario,152,165,577.6,627.0,13,49.4,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P009,Event-adjusted scenario,127,126,1397.0,1386.0,-1,-11.0,0,None,none,normal,normal,0,0,0
2026-01-06,S003,P010,Event-adjusted scenario,201,231,562.8,646.8,30,84.0,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P001,Event-adjusted scenario,598,607,1435.2,1456.8,9,21.6,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P002,Event-adjusted scenario,490,477,1568.0,1526.4,-13,-41.6,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P003,Event-adjusted scenario,343,330,1886.5,1815.0,-13,-71.5,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P004,Event-adjusted scenario,212,218,848.0,872.0,6,24.0,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P005,Event-adjusted scenario,104,102,884.0,867.0,-2,-17.0,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P006,Event-adjusted scenario,325,341,1950.0,2046.0,16,96.0,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P007,Event-adjusted scenario,364,375,2730.0,2812.5,11,82.5,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P008,Event-adjusted scenario,222,221,843.6,839.8,-1,-3.8,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P009,Event-adjusted scenario,184,176,2024.0,1936.0,-8,-88.0,0,None,none,normal,normal,0,0,0
2026-01-07,S001,P010,Event-adjusted scenario,288,260,806.4,728.0,-28,-78.4,0,None,none,normal,normal,0,0,0
2026-01-07,S002,P001,Event-adjusted scenario,519,513,1245.6,1231.2,-6,-14.4,0,None,none,normal,normal,0,0,0
2026-01-07,S002,P002,Event-adjusted scenario,426,437,1363.2,1398.4,11,35.2,0,None,none,normal,normal,0,0,0
